name,value
"Kalimantan Barat",-25.46
Gorontalo,-31.18
Riau,-21.29
"Sumatera Barat",-19.93
"Sulawesi Tenggara",-29.14
Bengkulu,-35.03
"Sulawesi Barat",-24.03
"Maluku Utara",-19.65
Maluku,-15.58
Bali,-8.83
Yogyakarta,-2.56
"Sumatera Selatan",-12.62
"Kalimantan Tengah",-25.96
Papua,-10.76
Lampung,-11.5
"Nangro Aceh Darussalam",-27.95
"Kalimantan Timur",-23.23
"DKI Jakarta",-10.27
"Kepulauan Riau",-24.44
"Sulawesi Utara",-24.32
"Sulawesi Selatan",-2.08
"Papua Barat",-5.46
"Nusa Tenggara Barat",-25.76
"Sulawesi Tengah",-31.14
"Nusa Tenggara Timur",-23.2
Banten,-9.48
"Kalimantan Selatan",-14.68
"Jawa Timur",-9.16
"Jawa Barat",-10.58
"Sumatera Utara",-17.33
"Jawa Tengah",-0.07
Jambi,-20.06
"Bangka Belitung",-17.07
