name,value
"Kalimantan Barat",5.29
Gorontalo,1.77
Riau,13.95
"Sumatera Barat",11.92
"Sulawesi Tenggara",3.88
Bengkulu,2.57
"Sulawesi Barat",6.56
"Maluku Utara",11.35
Maluku,12.79
Bali,19.09
Yogyakarta,24.59
"Sumatera Selatan",15.52
"Kalimantan Tengah",4.61
Papua,18.75
Lampung,14.25
"Nangro Aceh Darussalam",4.87
"Kalimantan Timur",8.8
"DKI Jakarta",17.09
"Kepulauan Riau",10.63
"Sulawesi Utara",12.63
"Sulawesi Selatan",24.16
"Papua Barat",16.4
"Nusa Tenggara Barat",9.64
"Sulawesi Tengah",3.47
"Nusa Tenggara Timur",6.84
Banten,15.59
"Kalimantan Selatan",13.59
"Jawa Timur",17.8
"Jawa Barat",15.67
"Sumatera Utara",13.58
"Jawa Tengah",23.61
Jambi,12.68
"Bangka Belitung",13.37
