name,value
"Kalimantan Barat",-27.52
Gorontalo,-12
Riau,5.01
"Sumatera Barat",1.38
"Sulawesi Tenggara",-21.89
Bengkulu,-24.3
"Sulawesi Barat",-8.03
"Maluku Utara",-14.41
Maluku,-15.81
Bali,3.07
Yogyakarta,7.42
"Sumatera Selatan",-5.31
"Kalimantan Tengah",-29.89
Papua,-2.47
Lampung,-12.1
"Nangro Aceh Darussalam",-2.94
"Kalimantan Timur",-16.22
"DKI Jakarta",-3.94
"Kepulauan Riau",-4.33
"Sulawesi Utara",-6.49
"Sulawesi Selatan",7.62
"Papua Barat",-8.68
"Nusa Tenggara Barat",4.76
"Sulawesi Tengah",-24.36
"Nusa Tenggara Timur",-12.49
Banten,-4.63
"Kalimantan Selatan",-8.21
"Jawa Timur",-5.39
"Jawa Barat",-5.29
"Sumatera Utara",2.48
"Jawa Tengah",2.05
Jambi,-2.56
"Bangka Belitung",-4.48
