name,value
"Nusa Tenggara Timur",-2.21
"Kalimantan Selatan",-12.33
Banten,-13.04
"Kalimantan Barat",-17.44
Gorontalo,-2.06
Lampung,-18.6
"Maluku Utara",-0.97
"Sulawesi Barat",-1.47
"Sulawesi Tenggara",-1.96
Bengkulu,-9.73
"DKI Jakarta",-16.76
"Kepulauan Riau",-6.27
"Sulawesi Utara",-11.52
Maluku,-1.62
"Kalimantan Timur",-15.39
"Nangro Aceh Darussalam",-0.48
"Sumatera Selatan",-0.96
Papua,-0.99
"Kalimantan Tengah",-21.49
"Jawa Timur",-23.07
"Sumatera Barat",1.21
Riau,2.22
Jambi,-1
"Jawa Barat",-18.58
"Jawa Tengah",-16.93
"Sumatera Utara",0.2
"Bangka Belitung",-9.44
Bali,-10.62
Yogyakarta,-7.56
"Sulawesi Selatan",-5.75
"Nusa Tenggara Barat",0.54
"Papua Barat",-0.81
"Sulawesi Tengah",-5.99
