name,value
"Nusa Tenggara Timur",-0.06
"Kalimantan Selatan",-5.19
Banten,-11.42
"Kalimantan Barat",-27.66
Gorontalo,-16.51
Lampung,-12
"Maluku Utara",-0.27
"Sulawesi Barat",-6.09
"Sulawesi Tenggara",-0.09
Bengkulu,-20.33
"DKI Jakarta",-5.19
"Kepulauan Riau",-9.01
"Sulawesi Utara",-25.74
Maluku,-0.09
"Kalimantan Timur",-7.81
"Nangro Aceh Darussalam",-13.38
"Sumatera Selatan",-7.54
Papua,-0.03
"Kalimantan Tengah",-6.66
"Jawa Timur",-1.56
"Sumatera Barat",-7.43
Riau,-6.9
Jambi,-9.46
"Jawa Barat",-14.11
"Jawa Tengah",-6.02
"Sumatera Utara",-1.77
"Bangka Belitung",-0.33
Bali,-3.12
Yogyakarta,-6.46
"Sulawesi Selatan",-2.57
"Nusa Tenggara Barat",0.04
"Papua Barat",-0.09
"Sulawesi Tengah",-0.13
