name,value
"Sulawesi Barat",-52.39
"Sumatera Selatan",-28.84
"Kalimantan Tengah",-47.3
Papua,-57.36
"Kalimantan Selatan",-25.09
Banten,-17.8
"Jawa Timur",-24.18
"Nusa Tenggara Barat",-30.53
"Sulawesi Selatan",-25.8
"Sulawesi Tengah",-56.26
"Papua Barat",-56.82
"Sumatera Barat",-36.73
Riau,-35.21
"Kalimantan Timur",-41.53
"Nangro Aceh Darussalam",-51.07
Lampung,-25.23
"Jawa Barat",-19.41
"Jawa Tengah",-15.3
"Sumatera Utara",-26.95
"Bangka Belitung",-30.24
Jambi,-41.89
"Nusa Tenggara Timur",-62.92
"DKI Jakarta",-19.79
"Kepulauan Riau",-35.06
"Sulawesi Utara",-29.32
"Sulawesi Tenggara",-60.74
Bengkulu,-46.08
Maluku,-53.54
Yogyakarta,-13.28
Bali,-22.5
"Kalimantan Barat",-31.76
Gorontalo,-49.25
"Maluku Utara",-64.34
