name,value
Gorontalo,-4.07
"Kalimantan Barat",-19.52
Banten,-4.99
"Kalimantan Selatan",-13.77
"Jawa Timur",-7.15
"Sumatera Barat",5.81
Riau,7.19
"Nangro Aceh Darussalam",-0.17
"Kalimantan Timur",-20.28
Maluku,-25.64
Bengkulu,-23.95
"Sulawesi Tenggara",-16.74
Bali,1.83
Yogyakarta,5.98
"Nusa Tenggara Timur",-14.05
"Kepulauan Riau",-3.83
"DKI Jakarta",-5.08
"Sulawesi Utara",-6.88
"Sulawesi Selatan",-1.53
"Nusa Tenggara Barat",2.39
"Papua Barat",-10.64
"Sulawesi Tengah",-20.58
"Sulawesi Barat",-6.55
"Maluku Utara",-15.47
"Jawa Barat",-6.84
"Sumatera Utara",2.98
"Jawa Tengah",-0.41
Jambi,-1.32
"Bangka Belitung",-8.54
"Sumatera Selatan",-2.25
Papua,-12.1
"Kalimantan Tengah",-27.88
Lampung,-8.43
