name,value
Gorontalo,-27.26
"Kalimantan Barat",-17.63
Banten,-9.12
"Kalimantan Selatan",-21.34
"Jawa Timur",-5.01
"Sumatera Barat",-17.82
Riau,-15.74
"Nangro Aceh Darussalam",-29.12
"Kalimantan Timur",-18.06
Maluku,-2.82
Bengkulu,-19.73
"Sulawesi Tenggara",-34.91
Bali,-8.13
Yogyakarta,5.19
"Nusa Tenggara Timur",-33.42
"Kepulauan Riau",-16.71
"DKI Jakarta",-6.79
"Sulawesi Utara",-1.92
"Sulawesi Selatan",2.36
"Nusa Tenggara Barat",-32.6
"Papua Barat",-11.55
"Sulawesi Tengah",-32.36
"Sulawesi Barat",-31.61
"Maluku Utara",-5.67
"Jawa Barat",-9.22
"Sumatera Utara",-16
"Jawa Tengah",2.46
Jambi,-14.15
"Bangka Belitung",-22.02
"Sumatera Selatan",-11.54
Papua,-6.9
"Kalimantan Tengah",-16.72
Lampung,-12.51
