name,value
"Sumatera Barat",-51.8
Riau,-55
"Sulawesi Barat",-83.71
"Maluku Utara",-96.17
Gorontalo,-71.15
"Kalimantan Barat",-39.26
Banten,-22.53
"Kalimantan Selatan",-29.87
Lampung,-29.94
"Nangro Aceh Darussalam",-67.13
"Kalimantan Timur",-61.42
"Kalimantan Tengah",-55.46
Papua,-95.18
"Sumatera Selatan",-40.77
"Nusa Tenggara Timur",-91.6
"Sulawesi Tenggara",-89.77
Bengkulu,-60.17
"Sulawesi Selatan",-40.88
"Nusa Tenggara Barat",-46.31
"Papua Barat",-97.42
"Sulawesi Tengah",-83.58
"Kepulauan Riau",-48.52
"Sulawesi Utara",-47.82
"DKI Jakarta",-26.59
"Jawa Timur",-27.28
Maluku,-96.79
"Sumatera Utara",-44.39
Jambi,-55.28
"Jawa Barat",-22.57
"Jawa Tengah",-14.75
"Bangka Belitung",-30.84
Yogyakarta,-16.11
Bali,-26.91
