name,value
"Sumatera Barat",-21.24
Riau,-15.44
"Sulawesi Barat",-9.09
"Maluku Utara",-0.54
Gorontalo,-11.02
"Kalimantan Barat",-12.03
Banten,-21.64
"Kalimantan Selatan",-29.77
Lampung,-10.73
"Nangro Aceh Darussalam",-14.98
"Kalimantan Timur",-11.36
"Kalimantan Tengah",-10.52
Papua,-0.41
"Sumatera Selatan",-13.46
"Nusa Tenggara Timur",-3.54
"Sulawesi Tenggara",-7.45
Bengkulu,-11.35
"Sulawesi Selatan",1.18
"Nusa Tenggara Barat",-44.88
"Papua Barat",-0.08
"Sulawesi Tengah",-9.2
"Kepulauan Riau",-17.37
"Sulawesi Utara",-0.91
"DKI Jakarta",-11.52
"Jawa Timur",-10.34
Maluku,-0.09
"Sumatera Utara",-21.27
Jambi,-12.9
"Jawa Barat",-16.37
"Jawa Tengah",-4.37
"Bangka Belitung",-38.32
Yogyakarta,-4.14
Bali,-31.93
