name,value
"Sumatera Barat",6.16
Riau,7.01
"Sulawesi Barat",1.23
"Maluku Utara",0.66
Gorontalo,0.52
"Kalimantan Barat",2.09
Banten,8.58
"Kalimantan Selatan",6.95
Lampung,8.4
"Nangro Aceh Darussalam",2.2
"Kalimantan Timur",1.89
"Kalimantan Tengah",2.09
Papua,0.94
"Sumatera Selatan",9.73
"Nusa Tenggara Timur",0.97
"Sulawesi Tenggara",0.77
Bengkulu,1.16
"Sulawesi Selatan",14.23
"Nusa Tenggara Barat",3.17
"Papua Barat",0.62
"Sulawesi Tengah",0.82
"Kepulauan Riau",4.93
"Sulawesi Utara",5.81
"DKI Jakarta",11.74
"Jawa Timur",9.72
Maluku,0.62
"Sumatera Utara",8.86
Jambi,5.86
"Jawa Barat",8.3
"Jawa Tengah",15.49
"Bangka Belitung",6.23
Yogyakarta,16.8
Bali,7.66
