name,value
"Sumatera Barat",-39.06
Riau,-35.75
"Maluku Utara",-51.59
"Sulawesi Barat",-55.12
"Nusa Tenggara Timur",-63.48
"Kalimantan Barat",-36.84
Gorontalo,-57.98
Yogyakarta,-16.41
Bali,-23.13
"Kalimantan Timur",-44.28
"Nangro Aceh Darussalam",-51.9
"Sumatera Selatan",-31.74
Papua,-55.84
"Kalimantan Tengah",-54.27
Maluku,-56.34
Lampung,-28.97
"Sulawesi Tenggara",-71.23
Bengkulu,-47.15
"Kalimantan Selatan",-29.33
Banten,-18.77
"Sulawesi Selatan",-31.03
"Nusa Tenggara Barat",-34.48
"Papua Barat",-64.29
"Sulawesi Tengah",-64.24
"Kepulauan Riau",-36.92
"DKI Jakarta",-19.79
"Sulawesi Utara",-36.07
"Jawa Timur",-24.84
"Sumatera Utara",-29.8
"Jawa Barat",-19.38
"Jawa Tengah",-15.99
"Bangka Belitung",-32.06
Jambi,-42.26
