name,value
"Sumatera Barat",7.57
Riau,9.15
"Maluku Utara",6.35
"Sulawesi Barat",1.95
"Nusa Tenggara Timur",2.49
"Kalimantan Barat",1.62
Gorontalo,0.88
Yogyakarta,13.5
Bali,8.93
"Kalimantan Timur",3.21
"Nangro Aceh Darussalam",2.82
"Sumatera Selatan",9.47
Papua,4.81
"Kalimantan Tengah",1.46
Maluku,4.93
Lampung,7.28
"Sulawesi Tenggara",1.45
Bengkulu,1.25
"Kalimantan Selatan",5.74
Banten,8.17
"Sulawesi Selatan",12.73
"Nusa Tenggara Barat",5.38
"Papua Barat",4.76
"Sulawesi Tengah",1.11
"Kepulauan Riau",6.37
"DKI Jakarta",10.03
"Sulawesi Utara",5.87
"Jawa Timur",9.7
"Sumatera Utara",10.29
"Jawa Barat",8.31
"Jawa Tengah",12.58
"Bangka Belitung",7.46
Jambi,6.45
