name,value
Banten,-4.59
"Kalimantan Selatan",-13.88
"Sumatera Barat",6.45
Riau,8.8
"Kalimantan Barat",-22.15
Gorontalo,-5.05
"Sulawesi Selatan",-1.79
"Nusa Tenggara Barat",1.85
"Sulawesi Tengah",-17.47
"Papua Barat",-15.31
Bengkulu,-20.91
"Sulawesi Tenggara",-13.41
"DKI Jakarta",-5.42
"Kepulauan Riau",-5.75
"Sulawesi Utara",-8.95
"Nusa Tenggara Timur",-16.13
Lampung,-13.23
"Sumatera Selatan",0.49
Papua,-14.6
"Kalimantan Tengah",-28.66
"Nangro Aceh Darussalam",0.92
"Kalimantan Timur",-20.91
Bali,4.68
Yogyakarta,8.44
Maluku,-22.55
"Maluku Utara",-7.41
"Sulawesi Barat",-2.99
"Jawa Timur",-6.87
"Jawa Barat",-6.31
"Sumatera Utara",2.17
"Jawa Tengah",-1.31
Jambi,-2.8
"Bangka Belitung",-5.72
