name,value
"Kalimantan Barat",-24.36
Riau,-13.94
"Sumatera Barat",-11.88
Banten,-10.48
"Kalimantan Selatan",-4.67
"Sulawesi Barat",-12.98
"Sumatera Selatan",-13.48
"Kalimantan Tengah",-9.88
Papua,-2.2
Yogyakarta,-9.51
Bali,-6.48
Bengkulu,-27.8
"Sulawesi Tenggara",0.26
"Nusa Tenggara Timur",-1.14
"DKI Jakarta",-5.35
"Kepulauan Riau",-13.08
"Sulawesi Utara",-27.37
"Jawa Timur",-4.21
"Nusa Tenggara Barat",-1.5
"Sulawesi Selatan",-6.87
"Sulawesi Tengah",-0.11
"Sumatera Utara",-5.09
"Jawa Tengah",-8.2
"Jawa Barat",-14.34
Jambi,-15.95
"Bangka Belitung",-4.01
Lampung,-13.43
"Nangro Aceh Darussalam",-18.71
"Kalimantan Timur",-11.9
"Maluku Utara",-8.7
Gorontalo,-15.69
Maluku,-4.45
"Papua Barat",-4.84
