name,value
"Kalimantan Barat",-33
Riau,-36.49
"Sumatera Barat",-37.63
Banten,-19.8
"Kalimantan Selatan",-24.9
"Sulawesi Barat",-49.36
"Sumatera Selatan",-27.66
"Kalimantan Tengah",-44.29
Papua,-65.87
Yogyakarta,-17.05
Bali,-26.55
Bengkulu,-42.79
"Sulawesi Tenggara",-61.47
"Nusa Tenggara Timur",-68.09
"DKI Jakarta",-21.51
"Kepulauan Riau",-38.57
"Sulawesi Utara",-35.16
"Jawa Timur",-26.79
"Nusa Tenggara Barat",-42.58
"Sulawesi Selatan",-31.12
"Sulawesi Tengah",-56.98
"Sumatera Utara",-31.82
"Jawa Tengah",-17.85
"Jawa Barat",-20.88
Jambi,-42.22
"Bangka Belitung",-29.95
Lampung,-29.26
"Nangro Aceh Darussalam",-50.25
"Kalimantan Timur",-41.61
"Maluku Utara",-49.28
Gorontalo,-57.06
Maluku,-63.8
"Papua Barat",-71.97
