name,value
"Kalimantan Barat",-18.72
Riau,0.76
"Sumatera Barat",-1.17
Banten,-12.85
"Kalimantan Selatan",-8.61
"Sulawesi Barat",-1.92
"Sumatera Selatan",-1.73
"Kalimantan Tengah",-26.94
Papua,-13.58
Yogyakarta,-7.88
Bali,-11.82
Bengkulu,-8.35
"Sulawesi Tenggara",-2.14
"Nusa Tenggara Timur",-15.71
"DKI Jakarta",-15.2
"Kepulauan Riau",-8.72
"Sulawesi Utara",-12.18
"Jawa Timur",-19.44
"Nusa Tenggara Barat",-1.07
"Sulawesi Selatan",-5.25
"Sulawesi Tengah",-10.2
"Sumatera Utara",-1.08
"Jawa Tengah",-14.57
"Jawa Barat",-14.03
Jambi,-0.96
"Bangka Belitung",-14.9
Lampung,-19.55
"Nangro Aceh Darussalam",-0.85
"Kalimantan Timur",-21.52
"Maluku Utara",-24.64
Gorontalo,-2.51
Maluku,-22.55
"Papua Barat",-12.8
