name,value
Gorontalo,-14.96
"Kalimantan Barat",-15.53
"Kalimantan Selatan",-33.79
Banten,-27.2
"Sumatera Utara",-25.37
"Jawa Barat",-20.07
"Bangka Belitung",-39.71
"Jawa Tengah",-11.82
Jambi,-15.69
"Jawa Timur",-15.82
"Sumatera Barat",-22.08
Riau,-17.63
Yogyakarta,-12.76
Bali,-35.45
Maluku,-0.48
"Sulawesi Tenggara",-9.76
Bengkulu,-11.89
"Sulawesi Utara",-2.5
"Kepulauan Riau",-19.99
"DKI Jakarta",-21.57
"Nusa Tenggara Timur",-2.16
"Sulawesi Tengah",-11.29
"Sulawesi Selatan",-10.05
"Nusa Tenggara Barat",-53.1
"Papua Barat",-0.37
"Sulawesi Barat",-12.38
"Maluku Utara",-0.46
Lampung,-12.82
"Nangro Aceh Darussalam",-13.87
"Kalimantan Timur",-14.17
"Sumatera Selatan",-17.47
Papua,-0.62
"Kalimantan Tengah",-9.81
