name,value
Gorontalo,-79.28
"Kalimantan Barat",-42.77
"Kalimantan Selatan",-34.95
Banten,-26.06
"Sumatera Utara",-48.32
"Jawa Barat",-25.52
"Bangka Belitung",-39.88
"Jawa Tengah",-20.61
Jambi,-64.64
"Jawa Timur",-33.5
"Sumatera Barat",-57.93
Riau,-58.13
Yogyakarta,-22.11
Bali,-32.75
Maluku,-97.03
"Sulawesi Tenggara",-92.19
Bengkulu,-65.86
"Sulawesi Utara",-50.09
"Kepulauan Riau",-55.07
"DKI Jakarta",-29.58
"Nusa Tenggara Timur",-95.53
"Sulawesi Tengah",-87.17
"Sulawesi Selatan",-49.67
"Nusa Tenggara Barat",-45.61
"Papua Barat",-97.96
"Sulawesi Barat",-84.17
"Maluku Utara",-97.96
Lampung,-37.97
"Nangro Aceh Darussalam",-72.93
"Kalimantan Timur",-64.62
"Sumatera Selatan",-45.65
Papua,-97.38
"Kalimantan Tengah",-65.94
