name,value
Gorontalo,-12.03
"Kalimantan Barat",-30.15
"Kalimantan Selatan",-6.64
Banten,-13.65
"Sumatera Utara",-6.59
"Jawa Barat",-17.09
"Bangka Belitung",-2.49
"Jawa Tengah",-10.19
Jambi,-12.58
"Jawa Timur",-3.97
"Sumatera Barat",-10.77
Riau,-10.03
Yogyakarta,-9.57
Bali,-5.89
Maluku,-0.19
"Sulawesi Tenggara",-0.14
Bengkulu,-22.74
"Sulawesi Utara",-28.16
"Kepulauan Riau",-13.32
"DKI Jakarta",-6.59
"Nusa Tenggara Timur",-0.24
"Sulawesi Tengah",-0.24
"Sulawesi Selatan",-6.59
"Nusa Tenggara Barat",-0.87
"Papua Barat",-0.18
"Sulawesi Barat",-6.19
"Maluku Utara",-0.27
Lampung,-15.03
"Nangro Aceh Darussalam",-14.49
"Kalimantan Timur",-9.18
"Sumatera Selatan",-11.8
Papua,-0.27
"Kalimantan Tengah",-7.76
