name,value
Bali,-24.38
Yogyakarta,-15.06
"Sulawesi Selatan",-30.1
"Nusa Tenggara Barat",-40.57
"Sulawesi Tengah",-57.83
"Papua Barat",-60.63
"Jawa Timur",-25.3
Lampung,-27.8
Riau,-35.53
"Sumatera Barat",-36.41
"Sumatera Selatan",-28.76
"Kalimantan Tengah",-42.16
Papua,-67.53
"Nusa Tenggara Timur",-64.02
"Sulawesi Barat",-49.41
"Jawa Barat",-19.12
"Jawa Tengah",-16.52
"Sumatera Utara",-32.76
Jambi,-40.92
"Bangka Belitung",-31.05
"Kalimantan Barat",-32.6
"Nangro Aceh Darussalam",-50.16
"Kalimantan Timur",-40.61
Banten,-17.97
"Kalimantan Selatan",-24.83
"DKI Jakarta",-19.86
"Kepulauan Riau",-35.05
"Sulawesi Utara",-32.39
"Sulawesi Tenggara",-62.15
Bengkulu,-43.16
Maluku,-57.88
Gorontalo,-55.28
"Maluku Utara",-58.02
