name,value
Bali,-10.8
Yogyakarta,-10.3
"Sulawesi Selatan",-4.5
"Nusa Tenggara Barat",-0.59
"Sulawesi Tengah",-10.27
"Papua Barat",-7.19
"Jawa Timur",-19.59
Lampung,-21.28
Riau,1.37
"Sumatera Barat",-1.47
"Sumatera Selatan",-1.11
"Kalimantan Tengah",-27.34
Papua,-8.08
"Nusa Tenggara Timur",-15
"Sulawesi Barat",-1.18
"Jawa Barat",-13.79
"Jawa Tengah",-14.76
"Sumatera Utara",-1.19
Jambi,-1.31
"Bangka Belitung",-13.55
"Kalimantan Barat",-17.3
"Nangro Aceh Darussalam",-0.78
"Kalimantan Timur",-22.75
Banten,-11.7
"Kalimantan Selatan",-10.81
"DKI Jakarta",-14.99
"Kepulauan Riau",-11.15
"Sulawesi Utara",-11.49
"Sulawesi Tenggara",-2.72
Bengkulu,-9.39
Maluku,-25
Gorontalo,-2.22
"Maluku Utara",-17.9
