name,value
"Sulawesi Barat",-25.59
"Maluku Utara",-2.09
Riau,-14.74
"Sumatera Barat",-19.36
"Sulawesi Selatan",0.64
"Nusa Tenggara Barat",-27.71
"Sulawesi Tengah",-32.08
"Papua Barat",-6.69
Banten,-5.54
"Kalimantan Selatan",-17.43
Yogyakarta,3.99
Bali,-10.18
"Kalimantan Barat",-10.77
Gorontalo,-23.76
Lampung,-8.06
Maluku,2.11
"Kalimantan Timur",-13.89
"Nangro Aceh Darussalam",-25.27
Papua,-6.63
"Sumatera Selatan",-9.44
"Kalimantan Tengah",-12.87
"Jawa Timur",-3.59
"Jawa Tengah",1.69
Jambi,-14.56
"Sumatera Utara",-16.04
"Jawa Barat",-7.36
"Bangka Belitung",-18.99
"Nusa Tenggara Timur",-33.86
"Sulawesi Utara",0.2
"DKI Jakarta",-4.01
"Kepulauan Riau",-13.81
Bengkulu,-17.99
"Sulawesi Tenggara",-34.98
