name,value
"Sulawesi Barat",-9.81
"Maluku Utara",0.83
Riau,-0.49
"Sumatera Barat",-2.84
"Sulawesi Selatan",4.22
"Nusa Tenggara Barat",-2.92
"Sulawesi Tengah",-0.97
"Papua Barat",-1.05
Banten,1.4
"Kalimantan Selatan",2.99
Yogyakarta,7.44
Bali,7.1
"Kalimantan Barat",-11.61
Gorontalo,-31.96
Lampung,1.86
Maluku,6.56
"Kalimantan Timur",-8.6
"Nangro Aceh Darussalam",-16.57
Papua,0.14
"Sumatera Selatan",4
"Kalimantan Tengah",-16.84
"Jawa Timur",4.05
"Jawa Tengah",7.46
Jambi,-3.8
"Sumatera Utara",0.33
"Jawa Barat",0.38
"Bangka Belitung",6.96
"Nusa Tenggara Timur",1.79
"Sulawesi Utara",-8.7
"DKI Jakarta",3.96
"Kepulauan Riau",-4.46
Bengkulu,-16.02
"Sulawesi Tenggara",0.41
