name,value
"Sulawesi Tenggara",-2.49
Bengkulu,-11.57
"Nusa Tenggara Timur",-2.41
"Sumatera Barat",1.12
Riau,2.35
Lampung,-18.26
"Sulawesi Selatan",-5.58
"Sulawesi Tengah",-7.26
"Nusa Tenggara Barat",0.54
"Papua Barat",-3.98
"Kalimantan Barat",-18.73
Gorontalo,-2.57
Banten,-13.38
"Kalimantan Selatan",-14.58
"DKI Jakarta",-16.59
"Kepulauan Riau",-7.02
"Sulawesi Utara",-12
Jambi,-1.63
"Jawa Barat",-18.95
"Jawa Tengah",-16.63
"Sumatera Utara",0.1
"Bangka Belitung",-9.19
"Sulawesi Barat",-4.28
"Maluku Utara",-0.88
"Nangro Aceh Darussalam",-0.97
"Kalimantan Timur",-17.55
"Jawa Timur",-22.74
"Sumatera Selatan",-1.78
Papua,-1.66
"Kalimantan Tengah",-22.85
Yogyakarta,-7.02
Bali,-9.59
Maluku,-2.74
