name,value
"Sulawesi Tenggara",-91.23
Bengkulu,-62.29
"Nusa Tenggara Timur",-93.78
"Sumatera Barat",-54.08
Riau,-55.27
Lampung,-34.56
"Sulawesi Selatan",-43.08
"Sulawesi Tengah",-85.98
"Nusa Tenggara Barat",-44.98
"Papua Barat",-93.2
"Kalimantan Barat",-40.82
Gorontalo,-74.57
Banten,-24.04
"Kalimantan Selatan",-33.12
"DKI Jakarta",-27.87
"Kepulauan Riau",-53.08
"Sulawesi Utara",-49.95
Jambi,-59.11
"Jawa Barat",-23.56
"Jawa Tengah",-17.33
"Sumatera Utara",-44.56
"Bangka Belitung",-34.17
"Sulawesi Barat",-82.45
"Maluku Utara",-97.14
"Nangro Aceh Darussalam",-70.2
"Kalimantan Timur",-62.39
"Jawa Timur",-30.39
"Sumatera Selatan",-41.52
Papua,-95.01
"Kalimantan Tengah",-64.63
Yogyakarta,-19.32
Bali,-31.37
Maluku,-95.43
