name,value
"Sulawesi Tenggara",0.63
Bengkulu,0.94
"Nusa Tenggara Timur",0.64
"Sumatera Barat",5.94
Riau,7.11
Lampung,7.28
"Sulawesi Selatan",12.23
"Sulawesi Tengah",0.61
"Nusa Tenggara Barat",3
"Papua Barat",0.71
"Kalimantan Barat",1.65
Gorontalo,0.48
Banten,8.08
"Kalimantan Selatan",5.46
"DKI Jakarta",8.81
"Kepulauan Riau",4.16
"Sulawesi Utara",4.61
Jambi,5.18
"Jawa Barat",7.61
"Jawa Tengah",12.89
"Sumatera Utara",8.65
"Bangka Belitung",5.71
"Sulawesi Barat",1.11
"Maluku Utara",0.46
"Nangro Aceh Darussalam",1.9
"Kalimantan Timur",1.66
"Jawa Timur",8.85
"Sumatera Selatan",9.28
Papua,0.84
"Kalimantan Tengah",0.89
Yogyakarta,14.49
Bali,6.64
Maluku,0.56
