name,value
"Sulawesi Tenggara",-7.63
Bengkulu,-11.78
"Nusa Tenggara Timur",-3.1
"Sumatera Barat",-20.93
Riau,-14.7
Lampung,-11.95
"Sulawesi Selatan",-1.89
"Sulawesi Tengah",-8.85
"Nusa Tenggara Barat",-48.35
"Papua Barat",-0.42
"Kalimantan Barat",-14.42
Gorontalo,-12.02
Banten,-22.8
"Kalimantan Selatan",-30.66
"DKI Jakarta",-17.41
"Kepulauan Riau",-18.01
"Sulawesi Utara",-1.81
Jambi,-13.65
"Jawa Barat",-17.75
"Jawa Tengah",-7.11
"Sumatera Utara",-22.57
"Bangka Belitung",-37.44
"Sulawesi Barat",-9.98
"Maluku Utara",-0.35
"Nangro Aceh Darussalam",-14.77
"Kalimantan Timur",-12.01
"Jawa Timur",-11.19
"Sumatera Selatan",-14.9
Papua,-0.5
"Kalimantan Tengah",-8.86
Yogyakarta,-6.59
Bali,-30.78
Maluku,-0.29
