name,value
"Maluku Utara",-17.9
"Sulawesi Barat",-8.15
"Kalimantan Barat",-20.87
Gorontalo,-7.71
Banten,-8.22
"Kalimantan Selatan",-15.95
"Nusa Tenggara Timur",-18.51
Lampung,-13.42
"Jawa Timur",-8.54
"Jawa Barat",-9.71
"Sumatera Utara",1.18
"Jawa Tengah",-1.59
Jambi,-5.89
"Bangka Belitung",-5.74
"Sulawesi Selatan",-1.53
"Nusa Tenggara Barat",7.1
"Papua Barat",-10.98
"Sulawesi Tengah",-23.08
Maluku,-19.44
Bali,-2.75
Yogyakarta,2.87
"DKI Jakarta",-8.18
"Kepulauan Riau",-6.7
"Sulawesi Utara",-8.87
Riau,5.73
"Sumatera Barat",5.42
"Sulawesi Tenggara",-17.34
Bengkulu,-23.18
"Sumatera Selatan",-3.93
Papua,-11.49
"Kalimantan Tengah",-29.33
"Kalimantan Timur",-14.95
"Nangro Aceh Darussalam",-2.62
