name,value
"Maluku Utara",-1.95
"Sulawesi Barat",-8.15
"Kalimantan Barat",-13.87
Gorontalo,-33.1
Banten,1.6
"Kalimantan Selatan",2.14
"Nusa Tenggara Timur",0.31
Lampung,0.65
"Jawa Timur",7.51
"Jawa Barat",-0.0099999999999998
"Sumatera Utara",5.01
"Jawa Tengah",8.63
Jambi,-2.08
"Bangka Belitung",9.38
"Sulawesi Selatan",9.24
"Nusa Tenggara Barat",6.99
"Papua Barat",5.34
"Sulawesi Tengah",0.62
Maluku,1.95
Bali,8.7
Yogyakarta,9.86
"DKI Jakarta",3.51
"Kepulauan Riau",-3.56
"Sulawesi Utara",-11.15
Riau,1.03
"Sumatera Barat",2.22
"Sulawesi Tenggara",0.7
Bengkulu,-13.7
"Sumatera Selatan",3.4
Papua,5.49
"Kalimantan Tengah",-7.08
"Kalimantan Timur",0.48
"Nangro Aceh Darussalam",-14.79
