name,value
"Maluku Utara",11.28
"Sulawesi Barat",4.01
"Kalimantan Barat",4.52
Gorontalo,1.04
Banten,14.26
"Kalimantan Selatan",9.69
"Nusa Tenggara Timur",5.75
Lampung,11.51
"Jawa Timur",15.91
"Jawa Barat",13.21
"Sumatera Utara",14.62
"Jawa Tengah",20.19
Jambi,12.05
"Bangka Belitung",14.43
"Sulawesi Selatan",20.86
"Nusa Tenggara Barat",13.06
"Papua Barat",17.8
"Sulawesi Tengah",3.46
Maluku,12.53
Bali,16.43
Yogyakarta,21.87
"DKI Jakarta",14.85
"Kepulauan Riau",9.54
"Sulawesi Utara",10.74
Riau,14.17
"Sumatera Barat",14.34
"Sulawesi Tenggara",4.01
Bengkulu,2.79
"Sumatera Selatan",14.7
Papua,17.35
"Kalimantan Tengah",3.11
"Kalimantan Timur",11.74
"Nangro Aceh Darussalam",5.37
