name,value
"Maluku Utara",-18.29
"Sulawesi Barat",-28.73
"Kalimantan Barat",-26.13
Gorontalo,-30.14
Banten,-12.75
"Kalimantan Selatan",-19.55
"Nusa Tenggara Timur",-21.65
Lampung,-19.16
"Jawa Timur",-13.95
"Jawa Barat",-14.43
"Sumatera Utara",-17.42
"Jawa Tengah",-6.74
Jambi,-18.85
"Bangka Belitung",-16.74
"Sulawesi Selatan",-7.63
"Nusa Tenggara Barat",-26.7
"Papua Barat",-2.97
"Sulawesi Tengah",-32.17
Maluku,-18.79
Bali,-12.72
Yogyakarta,-6.23
"DKI Jakarta",-13.26
"Kepulauan Riau",-25.13
"Sulawesi Utara",-25.73
Riau,-21.59
"Sumatera Barat",-18.49
"Sulawesi Tenggara",-27.35
Bengkulu,-31.76
"Sumatera Selatan",-14.64
Papua,-5
"Kalimantan Tengah",-31.77
"Kalimantan Timur",-18.03
"Nangro Aceh Darussalam",-27.93
