name,value
Riau,-17.87
"Sumatera Barat",-20.06
"DKI Jakarta",-16.57
"Kepulauan Riau",-18.95
"Sulawesi Utara",-2.51
"Kalimantan Barat",-17.75
Gorontalo,-21.09
"Sulawesi Barat",-24.12
"Maluku Utara",-4.34
"Nangro Aceh Darussalam",-20.01
"Kalimantan Timur",-15.55
"Sumatera Selatan",-15.71
Papua,-4.93
"Kalimantan Tengah",-13.75
Lampung,-12.04
"Nusa Tenggara Timur",-12.67
Maluku,-3.57
Bengkulu,-17.69
"Sulawesi Tenggara",-23.02
Banten,-21.97
"Kalimantan Selatan",-26.52
Yogyakarta,-8.95
Bali,-24.52
"Sulawesi Selatan",-4.95
"Sulawesi Tengah",-22.64
"Nusa Tenggara Barat",-46.97
"Papua Barat",-3.92
"Jawa Timur",-13.39
"Jawa Tengah",-9.08
"Sumatera Utara",-20.05
"Jawa Barat",-16.37
Jambi,-16.16
"Bangka Belitung",-25.26
