name,value
Riau,4.03
"Sumatera Barat",2.43
"DKI Jakarta",-11.9
"Kepulauan Riau",-7.01
"Sulawesi Utara",-10.69
"Kalimantan Barat",-17.31
Gorontalo,-4.24
"Sulawesi Barat",-3.31
"Maluku Utara",-9.66
"Nangro Aceh Darussalam",-0.56
"Kalimantan Timur",-20.29
"Sumatera Selatan",-0.59
Papua,-7.45
"Kalimantan Tengah",-24.15
Lampung,-14.12
"Nusa Tenggara Timur",-11.98
Maluku,-14.73
Bengkulu,-12.25
"Sulawesi Tenggara",-6.32
Banten,-9.72
"Kalimantan Selatan",-12.42
Yogyakarta,-4.67
Bali,-7.73
"Sulawesi Selatan",-6.01
"Sulawesi Tengah",-12.42
"Nusa Tenggara Barat",1.73
"Papua Barat",-8.09
"Jawa Timur",-15.77
"Jawa Tengah",-11.17
"Sumatera Utara",1.22
"Jawa Barat",-12.52
Jambi,-1.01
"Bangka Belitung",-6.93
